experiment,condition_id,replicate,diagnostic,key,value
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_total,600.9254664402845
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_total_raw,600.9254664402845
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_linear,59.96049385620334
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_nonlinear,540.9649725840811
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,n_targets,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,n_targets_kept,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,saturation_ratio,3.0046273322014225
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_threshold_degree1,0.03234256189425508
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_threshold_degree2,0.5027897736524263
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_threshold_degree3,0.03293296236434248
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,ipc,ipc_threshold_degree4,0.31116114629026703
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,2,memory_capacity,mc_total,253.34473420506782
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,2,memory_capacity,mc_total_raw,253.34473420506782
